Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
69,67,2019-03-17,34-047,TOR,@,DET,L (-3),1,36:48:00,3,7,0.429,1,4,0.25,2,2,1,1,10,11,8,0,1,2,2,9,12.5,12
70,68,2019-03-18,34-048,TOR,,NYK,W (+36),1,21:35,4,8,0.5,2,5,0.4,2,2,1,0,11,11,1,1,1,3,3,12,9.5,23
71,69,2019-03-20,34-050,TOR,@,OKC,W (+9),1,30:16:00,4,7,0.571,2,3,0.667,0,0,,0,6,6,2,0,1,0,5,10,8.6,11
72,70,2019-03-22,34-052,TOR,,OKC,L (-7),1,27:31:00,1,1,1,0,0,,0,0,,0,5,5,6,2,2,2,2,2,8,7
73,71,2019-03-24,34-054,TOR,,CHO,L (-1),1,22:49,7,9,0.778,2,3,0.667,1,1,1,0,4,4,6,1,3,1,2,17,20.2,3
74,72,2019-03-26,34-056,TOR,,CHI,W (+9),1,20:07,1,6,0.167,0,0,,0,0,,0,6,6,1,1,2,1,2,2,1.3,16
75,73,2019-03-28,34-058,TOR,@,NYK,W (+25),1,23:11,0,4,0,0,2,0,2,2,1,0,5,5,4,1,0,1,5,2,1.5,22
76,74,2019-03-30,34-060,TOR,@,CHI,W (+23),1,28:59:00,6,11,0.545,3,4,0.75,2,4,0.5,1,7,8,6,0,1,1,3,17,16.4,25
77,75,2019-04-01,34-062,TOR,,ORL,W (+12),1,24:58:00,4,8,0.5,2,3,0.667,3,3,1,0,4,4,4,0,0,0,2,13,12.2,24
78,76,2019-04-03,34-064,TOR,@,BRK,W (+10),1,27:08:00,3,10,0.3,2,5,0.4,0,0,,3,6,9,6,4,0,2,2,8,11.5,9
79,77,2019-04-05,34-066,TOR,@,CHO,L (-2),1,26:46:00,1,2,0.5,1,1,1,3,3,1,1,5,6,2,0,1,1,2,6,7.5,11
80,78,2019-04-07,34-068,TOR,,MIA,W (+8),1,33:14:00,2,4,0.5,0,1,0,4,4,1,0,10,10,7,0,0,0,5,8,11.9,23
81,79,2019-04-09,34-070,TOR,@,MIN,W (+20),1,23:23,3,5,0.6,2,3,0.667,1,4,0.25,2,4,6,1,1,0,2,1,9,7.4,4
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2019-04-13,34-074,TOR,,ORL,L (-3),1,31:57:00,5,9,0.556,2,5,0.4,1,2,0.5,1,5,6,4,0,0,0,0,13,13.3,-2
2,2,2019-04-16,34-077,TOR,,ORL,W (+29),1,21:48,3,5,0.6,3,4,0.75,0,0,,0,3,3,5,4,0,0,3,9,13.9,22
3,3,2019-04-19,34-080,TOR,@,ORL,W (+5),1,26:22:00,4,6,0.667,1,1,1,0,0,,0,3,3,1,4,0,0,4,9,10.4,5
4,4,2019-04-21,34-082,TOR,@,ORL,W (+22),1,25:16:00,1,3,0.333,0,0,,0,0,,0,6,6,2,2,2,0,2,2,6.1,11
5,5,2019-04-23,34-084,TOR,,ORL,W (+19),1,24:01:00,2,5,0.4,1,3,0.333,4,4,1,1,8,9,2,0,1,2,3,9,8.3,24
6,6,2019-04-27,34-088,TOR,,PHI,W (+13),1,25:49:00,3,8,0.375,2,4,0.5,0,0,,0,2,2,4,0,1,0,3,8,6.5,29
7,7,2019-04-29,34-090,TOR,,PHI,L (-5),1,34:44:00,1,6,0.167,1,4,0.25,2,2,1,1,6,7,5,0,1,0,3,5,6.7,7
8,8,2019-05-02,34-093,TOR,@,PHI,L (-21),1,29:04:00,2,6,0.333,0,1,0,3,4,0.75,1,5,6,2,2,2,1,3,7,8,-26
9,9,2019-05-05,34-096,TOR,@,PHI,W (+5),1,39:02:00,7,13,0.538,2,7,0.286,0,0,,1,4,5,3,0,0,3,5,16,8.7,13
10,10,2019-05-07,34-098,TOR,,PHI,W (+36),1,33:17:00,4,6,0.667,3,5,0.6,0,0,,0,5,5,3,2,0,0,4,11,12.4,14
11,11,2019-05-09,34-100,TOR,@,PHI,L (-11),1,35:31:00,3,8,0.375,0,3,0,1,2,0.5,1,2,3,4,1,2,1,4,7,6.1,-14
12,12,2019-05-12,34-103,TOR,,PHI,W (+2),1,45:12:00,3,8,0.375,1,4,0.25,0,0,,2,9,11,0,0,3,0,4,7,7.2,-10
13,13,2019-05-15,34-106,TOR,@,MIL,L (-8),1,39:55:00,2,11,0.182,2,7,0.286,0,0,,0,12,12,5,0,2,1,3,6,5.4,1
14,14,2019-05-17,34-108,TOR,@,MIL,L (-22),1,19:21,1,9,0.111,0,2,0,0,0,,0,5,5,1,0,1,2,2,2,-3.8,-14
15,15,2019-05-19,34-110,TOR,,MIL,W (+6),1,44:47:00,5,10,0.5,4,8,0.5,2,2,1,1,11,12,7,1,5,3,5,16,19.4,5
16,16,2019-05-21,34-112,TOR,,MIL,W (+18),1,30:32:00,6,11,0.545,3,6,0.5,2,2,1,0,5,5,7,1,2,0,3,17,19.3,2
17,17,2019-05-23,34-114,TOR,@,MIL,W (+6),1,28:58:00,1,6,0.167,1,4,0.25,1,2,0.5,2,4,6,0,0,1,1,3,4,0.9,-4
18,18,2019-05-25,34-116,TOR,,MIL,W (+6),1,26:18:00,2,3,0.667,2,2,1,0,0,,0,3,3,2,1,1,0,5,6,6.7,1
19,19,2019-05-30,34-121,TOR,,GSW,W (+9),1,29:43:00,6,10,0.6,2,4,0.5,6,6,1,0,7,7,1,2,1,0,6,20,18.5,8
20,20,2019-06-02,34-124,TOR,,GSW,L (-5),1,31:29:00,2,7,0.286,0,2,0,2,2,1,0,6,6,2,0,1,2,4,6,2.2,-6
21,21,2019-06-05,34-127,TOR,@,GSW,W (+14),1,26:10:00,6,11,0.545,1,4,0.25,4,4,1,0,7,7,4,0,0,2,4,17,13,14
22,22,2019-06-07,34-129,TOR,@,GSW,W (+13),1,27:49:00,3,8,0.375,1,4,0.25,2,2,1,2,5,7,3,1,0,1,2,9,8.8,1
23,23,2019-06-10,34-132,TOR,,GSW,L (-1),1,31:02:00,4,6,0.667,2,3,0.667,7,8,0.875,0,8,8,2,0,0,1,5,17,14.8,4
24,24,2019-06-13,34-135,TOR,@,GSW,W (+4),1,26:34:00,0,5,0,0,2,0,3,4,0.75,3,6,9,4,0,0,1,4,3,3.2,-7
