Rk,G,Date,Age,Home vs Away,Opp,Win/Loss by:,GS,3P,3PA,3P%,Time Rested,Name
9,,2018-05-05,24-345,Away,CLE,L (-2),Did Not Play,,,,2.0,Norman Powell
10,6.0,2018-05-07,24-347,Away,CLE,L (-35),0,0.0,1.0,0.0,2.0,Norman Powell
1,1.0,2017-10-19,24-147,Home,CHI,W (+17),1,3.0,6.0,0.5,N/A,Lucas Nogiera
2,2.0,2017-10-21,24-149,Home,PHI,W (+34),1,0.0,1.0,0.0,2.0,Lucas Nogiera
3,3.0,2017-10-23,24-151,Away,SAS,L (-4),1,0.0,3.0,0.0,2.0,Lucas Nogiera
4,4.0,2017-10-25,24-153,Away,GSW,L (-5),1,0.0,1.0,0.0,2.0,Lucas Nogiera
5,5.0,2017-10-27,24-155,Away,LAL,W (+9),1,0.0,3.0,0.0,2.0,Lucas Nogiera
6,6.0,2017-10-30,24-158,Away,POR,W (+14),1,2.0,4.0,0.5,3.0,Lucas Nogiera
7,7.0,2017-11-01,24-160,Away,DEN,L (-18),1,1.0,5.0,0.2,2.0,Lucas Nogiera
8,8.0,2017-11-03,24-162,Away,UTA,W (+9),1,2.0,4.0,0.5,2.0,Lucas Nogiera
9,9.0,2017-11-05,24-164,Home,WAS,L (-11),1,1.0,4.0,0.25,2.0,Lucas Nogiera
10,10.0,2017-11-07,24-166,Home,CHI,W (+5),1,1.0,3.0,0.33299999999999996,2.0,Lucas Nogiera
11,11.0,2017-11-09,24-168,Home,NOP,W (+4),1,2.0,5.0,0.4,2.0,Lucas Nogiera
12,12.0,2017-11-12,24-171,Away,BOS,L (-1),1,0.0,0.0,,3.0,Lucas Nogiera
13,,2017-11-14,24-173,Away,HOU,W (+16),Inactive,,,,2.0,Lucas Nogiera
14,,2017-11-15,24-174,Away,NOP,W (+9),Inactive,,,,1.0,Lucas Nogiera
15,,2017-11-17,24-176,Home,NYK,W (+23),Inactive,,,,2.0,Lucas Nogiera
16,,2017-11-19,24-178,Home,WAS,W (+9),Inactive,,,,2.0,Lucas Nogiera
17,13.0,2017-11-22,24-181,Away,NYK,L (-8),0,3.0,4.0,0.75,3.0,Lucas Nogiera
18,14.0,2017-11-24,24-183,Away,IND,L (-3),0,1.0,5.0,0.2,2.0,Lucas Nogiera
19,15.0,2017-11-25,24-184,Away,ATL,W (+34),0,3.0,6.0,0.5,1.0,Lucas Nogiera
20,16.0,2017-11-29,24-188,Home,CHO,W (+13),0,2.0,5.0,0.4,4.0,Lucas Nogiera
21,17.0,2017-12-01,24-190,Home,IND,W (+5),0,1.0,5.0,0.2,2.0,Lucas Nogiera
22,18.0,2017-12-05,24-194,Home,PHO,W (+13),0,0.0,2.0,0.0,4.0,Lucas Nogiera
23,19.0,2017-12-08,24-197,Away,MEM,W (+9),0,0.0,1.0,0.0,3.0,Lucas Nogiera
24,20.0,2017-12-10,24-199,Away,SAC,W (+15),0,0.0,1.0,0.0,2.0,Lucas Nogiera
25,21.0,2017-12-11,24-200,Away,LAC,L (-5),0,0.0,3.0,0.0,1.0,Lucas Nogiera
26,22.0,2017-12-13,24-202,Away,PHO,W (+6),0,0.0,2.0,0.0,2.0,Lucas Nogiera
27,23.0,2017-12-15,24-204,Home,BRK,W (+33),0,1.0,1.0,1.0,2.0,Lucas Nogiera
28,24.0,2017-12-17,24-206,Home,SAC,W (+15),0,2.0,2.0,1.0,2.0,Lucas Nogiera
29,25.0,2017-12-20,24-209,Away,CHO,W (+18),0,0.0,4.0,0.0,3.0,Lucas Nogiera
30,26.0,2017-12-21,24-210,Away,PHI,W (+5),0,0.0,1.0,0.0,1.0,Lucas Nogiera
31,27.0,2017-12-23,24-212,Home,PHI,W (+16),0,2.0,4.0,0.5,2.0,Lucas Nogiera
32,28.0,2017-12-26,24-215,Away,DAL,L (-5),0,1.0,4.0,0.25,3.0,Lucas Nogiera
33,29.0,2017-12-27,24-216,Away,OKC,L (-17),0,0.0,4.0,0.0,1.0,Lucas Nogiera
34,30.0,2017-12-29,24-218,Home,ATL,W (+13),0,1.0,5.0,0.2,2.0,Lucas Nogiera
35,,2018-01-01,24-221,Home,MIL,W (+4),Did Not Play,,,,3.0,Lucas Nogiera
36,31.0,2018-01-03,24-223,Away,CHI,W (+9),0,0.0,1.0,0.0,2.0,Lucas Nogiera
37,32.0,2018-01-05,24-225,Away,MIL,W (+19),0,0.0,1.0,0.0,2.0,Lucas Nogiera
38,33.0,2018-01-08,24-228,Away,BRK,W (+1),0,0.0,0.0,,3.0,Lucas Nogiera
39,34.0,2018-01-09,24-229,Home,MIA,L (-1),0,0.0,3.0,0.0,1.0,Lucas Nogiera
40,35.0,2018-01-11,24-231,Home,CLE,W (+34),0,2.0,5.0,0.4,2.0,Lucas Nogiera
41,36.0,2018-01-13,24-233,Home,GSW,L (-2),0,0.0,0.0,,2.0,Lucas Nogiera
42,37.0,2018-01-15,24-235,Away,PHI,L (-6),0,0.0,0.0,,2.0,Lucas Nogiera
43,38.0,2018-01-17,24-237,Home,DET,W (+5),0,1.0,3.0,0.33299999999999996,2.0,Lucas Nogiera
44,39.0,2018-01-19,24-239,Home,SAS,W (+3),0,0.0,0.0,,2.0,Lucas Nogiera
45,,2018-01-20,24-240,Away,MIN,L (-6),Did Not Play,,,,1.0,Lucas Nogiera
46,40.0,2018-01-24,24-244,Away,ATL,W (+15),0,0.0,1.0,0.0,4.0,Lucas Nogiera
47,,2018-01-26,24-246,Home,UTA,L (-4),Did Not Play,,,,2.0,Lucas Nogiera
48,,2018-01-28,24-248,Home,LAL,W (+12),Did Not Play,,,,2.0,Lucas Nogiera
49,41.0,2018-01-30,24-250,Home,MIN,W (+5),0,2.0,5.0,0.4,2.0,Lucas Nogiera
50,42.0,2018-02-01,24-252,Away,WAS,L (-3),0,2.0,3.0,0.667,2.0,Lucas Nogiera
51,43.0,2018-02-02,24-253,Home,POR,W (+25),0,1.0,1.0,1.0,1.0,Lucas Nogiera
52,44.0,2018-02-04,24-255,Home,MEM,W (+15),0,0.0,2.0,0.0,2.0,Lucas Nogiera
53,45.0,2018-02-06,24-257,Home,BOS,W (+20),0,1.0,1.0,1.0,2.0,Lucas Nogiera
54,46.0,2018-02-08,24-259,Home,NYK,W (+25),0,0.0,2.0,0.0,2.0,Lucas Nogiera
55,47.0,2018-02-11,24-262,Away,CHO,W (+20),0,0.0,1.0,0.0,3.0,Lucas Nogiera
56,48.0,2018-02-13,24-264,Home,MIA,W (+3),0,0.0,0.0,,2.0,Lucas Nogiera
57,49.0,2018-02-14,24-265,Away,CHI,W (+24),0,0.0,5.0,0.0,1.0,Lucas Nogiera
58,,2018-02-23,24-274,Home,MIL,L (-3),Did Not Play,,,,9.0,Lucas Nogiera
59,50.0,2018-02-26,24-277,Home,DET,W (+29),0,1.0,2.0,0.5,3.0,Lucas Nogiera
60,51.0,2018-02-28,24-279,Away,ORL,W (+13),0,0.0,0.0,,2.0,Lucas Nogiera
61,52.0,2018-03-02,24-281,Away,WAS,W (+7),1,0.0,1.0,0.0,2.0,Lucas Nogiera
62,53.0,2018-03-04,24-283,Home,CHO,W (+5),0,0.0,2.0,0.0,2.0,Lucas Nogiera
63,54.0,2018-03-06,24-285,Home,ATL,W (+16),0,1.0,2.0,0.5,2.0,Lucas Nogiera
64,55.0,2018-03-07,24-286,Away,DET,W (+2),1,3.0,5.0,0.6,1.0,Lucas Nogiera
65,56.0,2018-03-09,24-288,Home,HOU,W (+3),1,0.0,5.0,0.0,2.0,Lucas Nogiera
66,57.0,2018-03-11,24-290,Away,NYK,W (+26),1,1.0,4.0,0.25,2.0,Lucas Nogiera
67,58.0,2018-03-13,24-292,Away,BRK,W (+14),1,1.0,2.0,0.5,2.0,Lucas Nogiera
68,,2018-03-15,24-294,Away,IND,W (+7),Inactive,,,,2.0,Lucas Nogiera
69,,2018-03-16,24-295,Home,DAL,W (+7),Inactive,,,,1.0,Lucas Nogiera
70,59.0,2018-03-18,24-297,Home,OKC,L (-7),0,1.0,2.0,0.5,2.0,Lucas Nogiera
71,60.0,2018-03-20,24-299,Away,ORL,W (+7),0,2.0,4.0,0.5,2.0,Lucas Nogiera
72,61.0,2018-03-21,24-300,Away,CLE,L (-3),0,0.0,1.0,0.0,1.0,Lucas Nogiera
73,62.0,2018-03-23,24-302,Home,BRK,W (+4),0,0.0,1.0,0.0,2.0,Lucas Nogiera
74,,2018-03-25,24-304,Home,LAC,L (-11),Did Not Play,,,,2.0,Lucas Nogiera
75,63.0,2018-03-27,24-306,Home,DEN,W (+4),0,1.0,2.0,0.5,2.0,Lucas Nogiera
76,64.0,2018-03-31,24-310,Away,BOS,L (-11),0,0.0,2.0,0.0,4.0,Lucas Nogiera
77,65.0,2018-04-03,24-313,Away,CLE,L (-6),0,1.0,2.0,0.5,3.0,Lucas Nogiera
78,66.0,2018-04-04,24-314,Home,BOS,W (+18),0,0.0,4.0,0.0,1.0,Lucas Nogiera
79,67.0,2018-04-06,24-316,Home,IND,W (+19),0,0.0,0.0,,2.0,Lucas Nogiera
80,68.0,2018-04-08,24-318,Home,ORL,W (+11),1,3.0,7.0,0.429,2.0,Lucas Nogiera
81,69.0,2018-04-09,24-319,Away,DET,W (+10),0,0.0,6.0,0.0,1.0,Lucas Nogiera
82,70.0,2018-04-11,24-321,Away,MIA,L (-7),0,0.0,0.0,,2.0,Lucas Nogiera
1,1.0,2018-04-14,24-324,Home,WAS,W (+8),0,0.0,0.0,,3.0,Lucas Nogiera
2,2.0,2018-04-17,24-327,Home,WAS,W (+11),0,0.0,1.0,0.0,3.0,Lucas Nogiera
3,3.0,2018-04-20,24-330,Away,WAS,L (-19),0,1.0,3.0,0.33299999999999996,3.0,Lucas Nogiera
4,,2018-04-22,24-332,Away,WAS,L (-8),Did Not Play,,,,2.0,Lucas Nogiera
5,4.0,2018-04-25,24-335,Home,WAS,W (+10),0,0.0,1.0,0.0,3.0,Lucas Nogiera
6,,2018-04-27,24-337,Away,WAS,W (+10),Did Not Play,,,,2.0,Lucas Nogiera
7,,2018-05-01,24-341,Home,CLE,L (-1),Did Not Play,,,,4.0,Lucas Nogiera
8,5.0,2018-05-03,24-343,Home,CLE,L (-18),0,0.0,1.0,0.0,2.0,Lucas Nogiera
9,,2018-05-05,24-345,Away,CLE,L (-2),Did Not Play,,,,2.0,Lucas Nogiera
10,6.0,2018-05-07,24-347,Away,CLE,L (-35),0,0.0,1.0,0.0,2.0,Lucas Nogiera
1,,2017-10-19,27-054,Home,CHI,W (+17),Inactive,,,,N/A,Lorenzo Brown
2,,2017-10-21,27-056,Home,PHI,W (+34),Inactive,,,,2.0,Lorenzo Brown
3,,2017-10-23,27-058,Away,SAS,L (-4),Inactive,,,,2.0,Lorenzo Brown
4,,2017-10-25,27-060,Away,GSW,L (-5),Inactive,,,,2.0,Lorenzo Brown
5,,2017-10-27,27-062,Away,LAL,W (+9),Inactive,,,,2.0,Lorenzo Brown
6,,2017-10-30,27-065,Away,POR,W (+14),Inactive,,,,3.0,Lorenzo Brown
7,,2017-11-01,27-067,Away,DEN,L (-18),Inactive,,,,2.0,Lorenzo Brown
8,,2017-11-03,27-069,Away,UTA,W (+9),Inactive,,,,2.0,Lorenzo Brown
9,,2017-11-05,27-071,Home,WAS,L (-11),Inactive,,,,2.0,Lorenzo Brown
10,,2017-11-07,27-073,Home,CHI,W (+5),Inactive,,,,2.0,Lorenzo Brown
11,,2017-11-09,27-075,Home,NOP,W (+4),Inactive,,,,2.0,Lorenzo Brown
12,,2017-11-12,27-078,Away,BOS,L (-1),Inactive,,,,3.0,Lorenzo Brown
13,,2017-11-14,27-080,Away,HOU,W (+16),Inactive,,,,2.0,Lorenzo Brown
14,,2017-11-15,27-081,Away,NOP,W (+9),Inactive,,,,1.0,Lorenzo Brown
15,1.0,2017-11-17,27-083,Home,NYK,W (+23),0,0.0,1.0,0.0,2.0,Lorenzo Brown
16,2.0,2017-11-19,27-085,Home,WAS,W (+9),0,0.0,1.0,0.0,2.0,Lorenzo Brown
17,,2017-11-22,27-088,Away,NYK,L (-8),Did Not Play,,,,3.0,Lorenzo Brown
18,3.0,2017-11-24,27-090,Away,IND,L (-3),0,0.0,0.0,,2.0,Lorenzo Brown
19,4.0,2017-11-25,27-091,Away,ATL,W (+34),0,0.0,1.0,0.0,1.0,Lorenzo Brown
20,,2017-11-29,27-095,Home,CHO,W (+13),Did Not Play,,,,4.0,Lorenzo Brown
21,,2017-12-01,27-097,Home,IND,W (+5),Did Not Play,,,,2.0,Lorenzo Brown
22,5.0,2017-12-05,27-101,Home,PHO,W (+13),0,0.0,0.0,,4.0,Lorenzo Brown
23,,2017-12-08,27-104,Away,MEM,W (+9),Did Not Play,,,,3.0,Lorenzo Brown
24,,2017-12-10,27-106,Away,SAC,W (+15),Did Not Play,,,,2.0,Lorenzo Brown
25,6.0,2017-12-11,27-107,Away,LAC,L (-5),0,0.0,0.0,,1.0,Lorenzo Brown
26,7.0,2017-12-13,27-109,Away,PHO,W (+6),0,0.0,0.0,,2.0,Lorenzo Brown
27,8.0,2017-12-15,27-111,Home,BRK,W (+33),0,0.0,1.0,0.0,2.0,Lorenzo Brown
28,,2017-12-17,27-113,Home,SAC,W (+15),Did Not Play,,,,2.0,Lorenzo Brown
29,,2017-12-20,27-116,Away,CHO,W (+18),Inactive,,,,3.0,Lorenzo Brown
30,,2017-12-21,27-117,Away,PHI,W (+5),Inactive,,,,1.0,Lorenzo Brown
31,,2017-12-23,27-119,Home,PHI,W (+16),Inactive,,,,2.0,Lorenzo Brown
32,,2017-12-26,27-122,Away,DAL,L (-5),Inactive,,,,3.0,Lorenzo Brown
33,,2017-12-27,27-123,Away,OKC,L (-17),Inactive,,,,1.0,Lorenzo Brown
34,,2017-12-29,27-125,Home,ATL,W (+13),Did Not Play,,,,2.0,Lorenzo Brown
35,,2018-01-01,27-128,Home,MIL,W (+4),Inactive,,,,3.0,Lorenzo Brown
36,,2018-01-03,27-130,Away,CHI,W (+9),Inactive,,,,2.0,Lorenzo Brown
37,,2018-01-05,27-132,Away,MIL,W (+19),Inactive,,,,2.0,Lorenzo Brown
38,,2018-01-08,27-135,Away,BRK,W (+1),Inactive,,,,3.0,Lorenzo Brown
39,9.0,2018-01-09,27-136,Home,MIA,L (-1),0,0.0,0.0,,1.0,Lorenzo Brown
40,10.0,2018-01-11,27-138,Home,CLE,W (+34),0,0.0,2.0,0.0,2.0,Lorenzo Brown
41,11.0,2018-01-13,27-140,Home,GSW,L (-2),0,0.0,0.0,,2.0,Lorenzo Brown
42,,2018-01-15,27-142,Away,PHI,L (-6),Inactive,,,,2.0,Lorenzo Brown
43,,2018-01-17,27-144,Home,DET,W (+5),Did Not Play,,,,2.0,Lorenzo Brown
44,,2018-01-19,27-146,Home,SAS,W (+3),Inactive,,,,2.0,Lorenzo Brown
45,,2018-01-20,27-147,Away,MIN,L (-6),Inactive,,,,1.0,Lorenzo Brown
46,,2018-01-24,27-151,Away,ATL,W (+15),Inactive,,,,4.0,Lorenzo Brown
47,,2018-01-26,27-153,Home,UTA,L (-4),Inactive,,,,2.0,Lorenzo Brown
48,,2018-01-28,27-155,Home,LAL,W (+12),Inactive,,,,2.0,Lorenzo Brown
49,,2018-01-30,27-157,Home,MIN,W (+5),Did Not Play,,,,2.0,Lorenzo Brown
50,12.0,2018-02-01,27-159,Away,WAS,L (-3),0,0.0,1.0,0.0,2.0,Lorenzo Brown
51,,2018-02-02,27-160,Home,POR,W (+25),Inactive,,,,1.0,Lorenzo Brown
52,,2018-02-04,27-162,Home,MEM,W (+15),Inactive,,,,2.0,Lorenzo Brown
53,,2018-02-06,27-164,Home,BOS,W (+20),Inactive,,,,2.0,Lorenzo Brown
54,,2018-02-08,27-166,Home,NYK,W (+25),Inactive,,,,2.0,Lorenzo Brown
55,,2018-02-11,27-169,Away,CHO,W (+20),Inactive,,,,3.0,Lorenzo Brown
56,,2018-02-13,27-171,Home,MIA,W (+3),Inactive,,,,2.0,Lorenzo Brown
57,,2018-02-14,27-172,Away,CHI,W (+24),Inactive,,,,1.0,Lorenzo Brown
58,,2018-02-23,27-181,Home,MIL,L (-3),Inactive,,,,9.0,Lorenzo Brown
59,,2018-02-26,27-184,Home,DET,W (+29),Inactive,,,,3.0,Lorenzo Brown
60,,2018-02-28,27-186,Away,ORL,W (+13),Inactive,,,,2.0,Lorenzo Brown
61,,2018-03-02,27-188,Away,WAS,W (+7),Inactive,,,,2.0,Lorenzo Brown
62,,2018-03-04,27-190,Home,CHO,W (+5),Inactive,,,,2.0,Lorenzo Brown
63,,2018-03-06,27-192,Home,ATL,W (+16),Inactive,,,,2.0,Lorenzo Brown
64,,2018-03-07,27-193,Away,DET,W (+2),Inactive,,,,1.0,Lorenzo Brown
65,,2018-03-09,27-195,Home,HOU,W (+3),Inactive,,,,2.0,Lorenzo Brown
66,,2018-03-11,27-197,Away,NYK,W (+26),Inactive,,,,2.0,Lorenzo Brown
67,,2018-03-13,27-199,Away,BRK,W (+14),Inactive,,,,2.0,Lorenzo Brown
68,,2018-03-15,27-201,Away,IND,W (+7),Inactive,,,,2.0,Lorenzo Brown
69,,2018-03-16,27-202,Home,DAL,W (+7),Inactive,,,,1.0,Lorenzo Brown
70,,2018-03-18,27-204,Home,OKC,L (-7),Did Not Play,,,,2.0,Lorenzo Brown
71,13.0,2018-03-20,27-206,Away,ORL,W (+7),0,1.0,1.0,1.0,2.0,Lorenzo Brown
72,,2018-03-21,27-207,Away,CLE,L (-3),Did Not Play,,,,1.0,Lorenzo Brown
73,,2018-03-23,27-209,Home,BRK,W (+4),Did Not Play,,,,2.0,Lorenzo Brown
74,,2018-03-25,27-211,Home,LAC,L (-11),Did Not Play,,,,2.0,Lorenzo Brown
75,,2018-03-27,27-213,Home,DEN,W (+4),Did Not Play,,,,2.0,Lorenzo Brown
76,,2018-03-31,27-217,Away,BOS,L (-11),Inactive,,,,4.0,Lorenzo Brown
77,,2018-04-03,27-220,Away,CLE,L (-6),Inactive,,,,3.0,Lorenzo Brown
78,,2018-04-04,27-221,Home,BOS,W (+18),Inactive,,,,1.0,Lorenzo Brown
79,,2018-04-06,27-223,Home,IND,W (+19),Inactive,,,,2.0,Lorenzo Brown
80,,2018-04-08,27-225,Home,ORL,W (+11),Inactive,,,,2.0,Lorenzo Brown
81,14.0,2018-04-09,27-226,Away,DET,W (+10),0,1.0,4.0,0.25,1.0,Lorenzo Brown
82,,2018-04-11,27-228,Away,MIA,L (-7),Inactive,,,,2.0,Lorenzo Brown
1,,2018-04-14,27-231,Home,WAS,W (+8),Did Not Play,,,,3.0,Lorenzo Brown
2,1.0,2018-04-17,27-234,Home,WAS,W (+11),0,1.0,2.0,0.5,3.0,Lorenzo Brown
3,2.0,2018-04-20,27-237,Away,WAS,L (-19),0,0.0,1.0,0.0,3.0,Lorenzo Brown
4,,2018-04-22,27-239,Away,WAS,L (-8),Did Not Play,,,,2.0,Lorenzo Brown
5,,2018-04-25,27-242,Home,WAS,W (+10),Did Not Play,,,,3.0,Lorenzo Brown
6,,2018-04-27,27-244,Away,WAS,W (+10),Did Not Play,,,,2.0,Lorenzo Brown
7,,2018-05-01,27-248,Home,CLE,L (-1),Did Not Play,,,,4.0,Lorenzo Brown
8,3.0,2018-05-03,27-250,Home,CLE,L (-18),0,1.0,2.0,0.5,2.0,Lorenzo Brown
9,,2018-05-05,27-252,Away,CLE,L (-2),Did Not Play,,,,2.0,Lorenzo Brown
10,4.0,2018-05-07,27-254,Away,CLE,L (-35),0,0.0,0.0,,2.0,Lorenzo Brown
1,,2017-10-19,24-227,Home,CHI,W (+17),Inactive,,,,N/A,Malcolm Miller
2,,2017-10-21,24-229,Home,PHI,W (+34),Inactive,,,,2.0,Malcolm Miller
3,,2017-10-23,24-231,Away,SAS,L (-4),Inactive,,,,2.0,Malcolm Miller
4,,2017-10-25,24-233,Away,GSW,L (-5),Inactive,,,,2.0,Malcolm Miller
5,,2017-10-27,24-235,Away,LAL,W (+9),Inactive,,,,2.0,Malcolm Miller
6,,2017-10-30,24-238,Away,POR,W (+14),Inactive,,,,3.0,Malcolm Miller
7,,2017-11-01,24-240,Away,DEN,L (-18),Inactive,,,,2.0,Malcolm Miller
8,,2017-11-03,24-242,Away,UTA,W (+9),Inactive,,,,2.0,Malcolm Miller
9,,2017-11-05,24-244,Home,WAS,L (-11),Inactive,,,,2.0,Malcolm Miller
10,,2017-11-07,24-246,Home,CHI,W (+5),Inactive,,,,2.0,Malcolm Miller
11,,2017-11-09,24-248,Home,NOP,W (+4),Inactive,,,,2.0,Malcolm Miller
12,,2017-11-12,24-251,Away,BOS,L (-1),Inactive,,,,3.0,Malcolm Miller
13,,2017-11-14,24-253,Away,HOU,W (+16),Inactive,,,,2.0,Malcolm Miller
14,,2017-11-15,24-254,Away,NOP,W (+9),Inactive,,,,1.0,Malcolm Miller
15,,2017-11-17,24-256,Home,NYK,W (+23),Inactive,,,,2.0,Malcolm Miller
16,,2017-11-19,24-258,Home,WAS,W (+9),Inactive,,,,2.0,Malcolm Miller
17,,2017-11-22,24-261,Away,NYK,L (-8),Inactive,,,,3.0,Malcolm Miller
18,,2017-11-24,24-263,Away,IND,L (-3),Inactive,,,,2.0,Malcolm Miller
19,,2017-11-25,24-264,Away,ATL,W (+34),Inactive,,,,1.0,Malcolm Miller
20,,2017-11-29,24-268,Home,CHO,W (+13),Inactive,,,,4.0,Malcolm Miller
21,,2017-12-01,24-270,Home,IND,W (+5),Inactive,,,,2.0,Malcolm Miller
22,,2017-12-05,24-274,Home,PHO,W (+13),Inactive,,,,4.0,Malcolm Miller
23,,2017-12-08,24-277,Away,MEM,W (+9),Did Not Play,,,,3.0,Malcolm Miller
24,,2017-12-10,24-279,Away,SAC,W (+15),Did Not Play,,,,2.0,Malcolm Miller
25,,2017-12-11,24-280,Away,LAC,L (-5),Did Not Play,,,,1.0,Malcolm Miller
26,,2017-12-13,24-282,Away,PHO,W (+6),Inactive,,,,2.0,Malcolm Miller
27,,2017-12-15,24-284,Home,BRK,W (+33),Inactive,,,,2.0,Malcolm Miller
28,,2017-12-17,24-286,Home,SAC,W (+15),Inactive,,,,2.0,Malcolm Miller
29,1.0,2017-12-20,24-289,Away,CHO,W (+18),0,0.0,2.0,0.0,3.0,Malcolm Miller
30,,2017-12-21,24-290,Away,PHI,W (+5),Did Not Play,,,,1.0,Malcolm Miller
31,2.0,2017-12-23,24-292,Home,PHI,W (+16),0,0.0,0.0,,2.0,Malcolm Miller
32,,2017-12-26,24-295,Away,DAL,L (-5),Inactive,,,,3.0,Malcolm Miller
33,,2017-12-27,24-296,Away,OKC,L (-17),Inactive,,,,1.0,Malcolm Miller
34,,2017-12-29,24-298,Home,ATL,W (+13),Inactive,,,,2.0,Malcolm Miller
35,,2018-01-01,24-301,Home,MIL,W (+4),Inactive,,,,3.0,Malcolm Miller
36,,2018-01-03,24-303,Away,CHI,W (+9),Inactive,,,,2.0,Malcolm Miller
37,,2018-01-05,24-305,Away,MIL,W (+19),Inactive,,,,2.0,Malcolm Miller
38,,2018-01-08,24-308,Away,BRK,W (+1),Inactive,,,,3.0,Malcolm Miller
39,,2018-01-09,24-309,Home,MIA,L (-1),Inactive,,,,1.0,Malcolm Miller
40,3.0,2018-01-11,24-311,Home,CLE,W (+34),0,2.0,2.0,1.0,2.0,Malcolm Miller
41,,2018-01-13,24-313,Home,GSW,L (-2),Did Not Play,,,,2.0,Malcolm Miller
42,,2018-01-15,24-315,Away,PHI,L (-6),Inactive,,,,2.0,Malcolm Miller
43,,2018-01-17,24-317,Home,DET,W (+5),Did Not Play,,,,2.0,Malcolm Miller
44,,2018-01-19,24-319,Home,SAS,W (+3),Inactive,,,,2.0,Malcolm Miller
45,,2018-01-20,24-320,Away,MIN,L (-6),Inactive,,,,1.0,Malcolm Miller
46,,2018-01-24,24-324,Away,ATL,W (+15),Inactive,,,,4.0,Malcolm Miller
47,,2018-01-26,24-326,Home,UTA,L (-4),Inactive,,,,2.0,Malcolm Miller
48,,2018-01-28,24-328,Home,LAL,W (+12),Inactive,,,,2.0,Malcolm Miller
49,,2018-01-30,24-330,Home,MIN,W (+5),Inactive,,,,2.0,Malcolm Miller
50,,2018-02-01,24-332,Away,WAS,L (-3),Inactive,,,,2.0,Malcolm Miller
51,,2018-02-02,24-333,Home,POR,W (+25),Inactive,,,,1.0,Malcolm Miller
52,,2018-02-04,24-335,Home,MEM,W (+15),Inactive,,,,2.0,Malcolm Miller
53,,2018-02-06,24-337,Home,BOS,W (+20),Inactive,,,,2.0,Malcolm Miller
54,,2018-02-08,24-339,Home,NYK,W (+25),Inactive,,,,2.0,Malcolm Miller
55,,2018-02-11,24-342,Away,CHO,W (+20),Inactive,,,,3.0,Malcolm Miller
56,,2018-02-13,24-344,Home,MIA,W (+3),Inactive,,,,2.0,Malcolm Miller
57,,2018-02-14,24-345,Away,CHI,W (+24),Inactive,,,,1.0,Malcolm Miller
58,,2018-02-23,24-354,Home,MIL,L (-3),Inactive,,,,9.0,Malcolm Miller
59,4.0,2018-02-26,24-357,Home,DET,W (+29),0,0.0,2.0,0.0,3.0,Malcolm Miller
60,5.0,2018-02-28,24-359,Away,ORL,W (+13),0,0.0,0.0,,2.0,Malcolm Miller
61,6.0,2018-03-02,24-361,Away,WAS,W (+7),0,1.0,1.0,1.0,2.0,Malcolm Miller
62,7.0,2018-03-04,24-363,Home,CHO,W (+5),1,0.0,2.0,0.0,2.0,Malcolm Miller
63,8.0,2018-03-06,25-000,Home,ATL,W (+16),1,1.0,3.0,0.33299999999999996,2.0,Malcolm Miller
64,9.0,2018-03-07,25-001,Away,DET,W (+2),0,0.0,1.0,0.0,1.0,Malcolm Miller
65,10.0,2018-03-09,25-003,Home,HOU,W (+3),0,1.0,1.0,1.0,2.0,Malcolm Miller
66,11.0,2018-03-11,25-005,Away,NYK,W (+26),0,2.0,3.0,0.667,2.0,Malcolm Miller
67,12.0,2018-03-13,25-007,Away,BRK,W (+14),0,0.0,1.0,0.0,2.0,Malcolm Miller
68,13.0,2018-03-15,25-009,Away,IND,W (+7),1,0.0,0.0,,2.0,Malcolm Miller
69,14.0,2018-03-16,25-010,Home,DAL,W (+7),0,1.0,3.0,0.33299999999999996,1.0,Malcolm Miller
70,,2018-03-18,25-012,Home,OKC,L (-7),Did Not Play,,,,2.0,Malcolm Miller
71,15.0,2018-03-20,25-014,Away,ORL,W (+7),1,0.0,0.0,,2.0,Malcolm Miller
72,,2018-03-21,25-015,Away,CLE,L (-3),Did Not Play,,,,1.0,Malcolm Miller
73,,2018-03-23,25-017,Home,BRK,W (+4),Did Not Play,,,,2.0,Malcolm Miller
74,,2018-03-25,25-019,Home,LAC,L (-11),Inactive,,,,2.0,Malcolm Miller
75,,2018-03-27,25-021,Home,DEN,W (+4),Inactive,,,,2.0,Malcolm Miller
76,,2018-03-31,25-025,Away,BOS,L (-11),Inactive,,,,4.0,Malcolm Miller
77,,2018-04-03,25-028,Away,CLE,L (-6),Inactive,,,,3.0,Malcolm Miller
78,,2018-04-04,25-029,Home,BOS,W (+18),Inactive,,,,1.0,Malcolm Miller
79,,2018-04-06,25-031,Home,IND,W (+19),Inactive,,,,2.0,Malcolm Miller
80,,2018-04-08,25-033,Home,ORL,W (+11),Inactive,,,,2.0,Malcolm Miller
81,,2018-04-09,25-034,Away,DET,W (+10),Did Not Play,,,,1.0,Malcolm Miller
82,,2018-04-11,25-036,Away,MIA,L (-7),Inactive,,,,2.0,Malcolm Miller
1,1.0,2017-10-19,25-032,Home,CHI,W (+17),0,0.0,0.0,,N/A,Alfonzo Mckinnie
2,,2017-10-21,25-034,Home,PHI,W (+34),Inactive,,,,2.0,Alfonzo Mckinnie
3,,2017-10-23,25-036,Away,SAS,L (-4),Did Not Play,,,,2.0,Alfonzo Mckinnie
